data,cotacao,log_retorno,conjunto
2021-08-10,5.2217,-0.0106105328216068,treino
2021-08-11,5.2013,-0.0039144250309168,treino
2021-08-12,5.2351,0.0064773519942191,treino
2021-08-13,5.2474,0.002346769500598,treino
2021-08-16,5.2495,0.0004001181354527,treino
2021-08-17,5.2585,0.001712981005087,treino
2021-08-18,5.3025,0.0083325924787545,treino
2021-08-19,5.418,0.0215483362062027,treino
2021-08-20,5.4274,0.0017334542485865,treino
2021-08-23,5.3686,-0.010893031015869,treino
2021-08-24,5.3017,-0.0125396430513602,treino
2021-08-25,5.2465,-0.0104663362284318,treino
2021-08-26,5.2429,-0.0006864072571066,treino
2021-08-27,5.22,-0.0043773784641747,treino
2021-08-30,5.1952,-0.0047622795281028,treino
2021-08-31,5.1433,-0.0100402255618856,treino
2021-09-01,5.1576,0.0027764582097145,treino
2021-09-02,5.1735,0.0030780870485949,validacao
2021-09-03,5.1685,-0.0009669310364659,validacao
2021-09-06,5.1773,0.0017011738332968,validacao
2021-09-08,5.2524,0.0144014301430137,validacao
2021-09-09,5.2825,0.0057143555053618,validacao
2021-09-10,5.2158,-0.0127069901771381,validacao
2021-09-13,5.219,0.0006133323303396,validacao
2021-09-14,5.226,0.0013403544371446,validacao
